ASVID	Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species	Function	Function_Group	Nutrition	Notes
ASV8103	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8104	Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Syncystis	Syncystis_mirabilis	animal_parasite	symbionts	animal_parasite	na
ASV8105	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8106	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-E	Lagynion	NA	mixotrophic	phototrophic	mixotrophic	na
ASV8107	Eukaryota	Opisthokonta	Fungi	Basidiomycota	NA	NA	NA	NA	na	na	na	na
ASV8108	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	NA	NA	na	na	na	na
ASV8109	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV811	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	NA	NA	NA	na	na	na	na
ASV8110	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8111	Eukaryota	Stramenopiles	Ochrophyta	NA	NA	NA	NA	NA	na	na	na	na
ASV8112	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8114	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8115	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Leptophryidae	Platyreta	Platyreta_germanica	consumers	consumers	eukaryvore	na
ASV8116	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	NA	NA	NA	na	na	na	na
ASV8117	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	NA	NA	NA	consumers	consumers	pathogen	na
ASV8118	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Borghiellaceae	Phytodinium	Phytodinium_sp.	phototrophic	phototrophic	phototrophic	na
ASV8119	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	NA	NA	copepods	na	na	na
ASV812	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Trebouxiophyceae_X	Trebouxiophyceae_XX	Choricystis	Choricystis_minor	phototrophic	phototrophic	phototrophic	na
ASV8120	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlorophyceae_X	Chlorophyceae_XX	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8121	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8122	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Ceratiaceae	Ceratium	Ceratium_sp.	mixotrophic	phototrophic	mixotrophic	na
ASV8123	Eukaryota	Alveolata	Ciliophora	Litostomatea	Haptoria_5	Pleurostomatida	Loxophyllum	NA	consumers	consumers	eukaryvore	eukaryvore
ASV8124	Eukaryota	Rhizaria	Cercozoa	Filosa-Granofilosea	Desmothoracida	Clathrulinidae	Hedriocystis	Hedriocystis_reticulata	consumers	consumers	bacterivore	na
ASV8125	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	NA	NA	NA	NA	na	na	na	na
ASV8126	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8127	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8128	Eukaryota	Stramenopiles	Ochrophyta	NA	NA	NA	NA	NA	na	na	na	na
ASV8129	Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Ascogregarina	NA	animal_parasite	symbionts	animal_parasite	na
ASV813	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8131	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	NA	NA	na	na	na	na
ASV8132	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8133	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8134	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8135	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Paracercomonadidae	Paracercomonas	Paracercomonas_anaerobica	consumers	consumers	bacterivore	na
ASV8136	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8138	Eukaryota	Stramenopiles	Opalozoa	Bicoecea	NA	NA	NA	NA	consumers	consumers	bacterivore	na
ASV8139	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV814	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8140	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8141	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Paracercomonadidae	Paracercomonas	Paracercomonas_anaerobica	consumers	consumers	bacterivore	na
ASV8142	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8143	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	consumers	consumers	bacterivore	na
ASV8144	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8145	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Trebouxiophyceae_X	Trebouxiophyceae_XX	Microthamnion	Microthamnion_kuetzingianum	phototrophic	phototrophic	phototrophic	na
ASV8146	Eukaryota	Excavata	Metamonada	Preaxostyla	Preaxostyla_X	Paramastigidae	Paratrimastix	Paratrimastix_pyriformis	endosymbiont	symbionts	detritivore	na
ASV8147	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	NA	NA	consumers	consumers	bacterivore	na
ASV8148	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	NA	NA	consumers	consumers	bacterivore	na
ASV8149	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV815	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Peronosporales	Pythium	Pythium_monospermum	consumers	consumers	pathogen	na
ASV8151	Eukaryota	Opisthokonta	Fungi	Ascomycota	NA	NA	NA	NA	na	na	na	na
ASV8153	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlorococcum	NA	phototrophic	phototrophic	phototrophic	na
ASV8154	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	NA	NA	NA	na	na	na	na
ASV8155	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8156	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Euglenaceae	NA	NA	mixotrophic	phototrophic	mixotrophic	na
ASV8157	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	NA	NA	NA	na	na	na	na
ASV8158	Eukaryota	Alveolata	Ciliophora	Litostomatea	Haptoria_5	Pleurostomatida	NA	NA	consumers	consumers	eukaryvore	eukaryvore
ASV8159	Eukaryota	Excavata	Discoba	Euglenida	Aphagea	NA	NA	NA	consumers	consumers	osmotrophic	na
ASV816	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8160	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8161	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Euglenaceae	NA	NA	mixotrophic	phototrophic	mixotrophic	na
ASV8163	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Oogamochlamys	Oogamochlamys_ettlii	phototrophic	phototrophic	phototrophic	na
ASV8165	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Oxytrichidae	NA	NA	consumers	consumers	omnivore	omnivore
ASV8166	Eukaryota	Excavata	Metamonada	Preaxostyla	Preaxostyla_X	Paramastigidae	Paratrimastix	Paratrimastix_pyriformis	endosymbiont	symbionts	detritivore	na
ASV8167	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	Sessilida	Zoothamnium_1	Zoothamnium_arcuatum	consumers	consumers	omnivore	omnivore
ASV8168	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV817	Eukaryota	Alveolata	Ciliophora	Litostomatea	Litostomatea_X	Litostomatea_XX	NA	NA	consumers	consumers	eukaryvore	eukaryvore
ASV8170	Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Euglyphida	Paulinellidae	Paulinella	Paulinella_chromatophora	phototrophic	phototrophic	phototrophic	na
ASV8171	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	NA	NA	NA	consumers	consumers	pathogen	na
ASV8172	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8173	Eukaryota	Rhizaria	Cercozoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8174	Eukaryota	Excavata	Discoba	Euglenida	Petalomonadida	Scytomonadidae	Petalomonas	Petalomonas_planus	consumers	consumers	bacterivore	na
ASV8175	Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	NA	NA	NA	NA	na	na	na	na
ASV8176	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	NA	NA	na	na	na	na
ASV8177	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	NA	NA	NA	consumers	consumers	eukaryvore	na
ASV8178	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	consumers	consumers	bacterivore	na
ASV818	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	NA	NA	copepods	na	na	na
ASV8180	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	NA	NA	consumers	consumers	bacterivore	na
ASV8181	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	consumers	consumers	bacterivore	na
ASV8182	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8183	Eukaryota	Amoebozoa	Lobosa	Discosea-Flabellinia	Vannellida	Vannellidae	Vannella	NA	consumers	consumers	bacterivore	na
ASV8184	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8186	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8187	Eukaryota	Amoebozoa	Lobosa	Tubulinea	Euamoebida	Amoebidae	Chaos	Chaos_carolinense	consumers	consumers	eukaryvore	na
ASV8188	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	consumers	consumers	bacterivore	na
ASV8189	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Rhizophydium	Rhizophydium_patellarium	na	na	na	na
ASV819	Eukaryota	Apusozoa	Hilomonadea	Planomonadida	Planomonadidae	Planomonadidae_X	Rigifila	Rigifila_ramosa	consumers	consumers	bacterivore	na
ASV8190	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8191	Eukaryota	Excavata	Discoba	Heterolobosea	Tetramitia_III	Vahlkampfiidae_III	Naegleria	Naegleria_clarki	consumers	consumers	bacterivore	na
ASV8192	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	NA	NA	NA	na	na	na	na
ASV8193	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8194	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Paracercomonadidae	Paracercomonas	NA	consumers	consumers	bacterivore	na
ASV8195	Eukaryota	Opisthokonta	Fungi	Basidiomycota	NA	NA	NA	NA	na	na	na	na
ASV8196	Eukaryota	Rhizaria	Cercozoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8197	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8198	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV82	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Prodesmodora	Prodesmodora_sp.	nematodes	na	na	na
ASV820	Eukaryota	Archaeplastida	Rhodophyta	Bangiophyceae	Cyanidiales	Cyanidiales_X	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8200	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8201	Eukaryota	Stramenopiles	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8202	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8203	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8205	Eukaryota	Excavata	Discoba	Heterolobosea	NA	NA	NA	NA	na	na	na	na
ASV8206	Eukaryota	Rhizaria	Cercozoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8207	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8208	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	consumers	consumers	bacterivore	na
ASV8209	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV821	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	NA	NA	nematodes	na	na	na
ASV8210	Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	NA	NA	animal_parasite	symbionts	animal_parasite	na
ASV8211	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	NA	NA	consumers	consumers	bacterivore	na
ASV8212	Eukaryota	Alveolata	Ciliophora	Karyorelictea	Karyorelictea_X	Loxodidae	Loxodes	Loxodes_striatus	consumers	consumers	eukaryvore	eukaryvore
ASV8214	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8215	Eukaryota	Stramenopiles	Ochrophyta	Xanthophyceae	Xanthophyceae_X	Xanthophyceae_XX	Heterococcus	Heterococcus_sp.	phototrophic	phototrophic	phototrophic	na
ASV8216	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Neidium	NA	phototrophic	phototrophic	phototrophic	na
ASV8217	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8219	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8220	Eukaryota	Stramenopiles	Opalozoa	Bicoecea	Bicoecales	Bicoecaceae	Bicosoeca	Bicosoeca_petiolata	consumers	consumers	bacterivore	na
ASV8221	Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Monocystis	Monocystis_sp.	animal_parasite	symbionts	animal_parasite	na
ASV8222	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Tridentulus	Tridentulus_sp.	nematodes	na	na	na
ASV8224	Eukaryota	Archaeplastida	Chlorophyta	NA	NA	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8225	Eukaryota	Stramenopiles	Opalozoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8226	Eukaryota	Amoebozoa	Lobosa	Lobosa_X	Centramoebida	Acanthamoebidae	Acanthamoeba	NA	consumers	consumers	bacterivore	na
ASV8227	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8228	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8229	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV823	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8230	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	NA	NA	nematodes	na	na	na
ASV8231	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	consumers	consumers	bacterivore	na
ASV8232	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Rhogostoma-lineage	Rhogostoma	NA	consumers	consumers	omnivore	na
ASV8235	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Heterobasidion	Heterobasidion_annosum	na	na	na	na
ASV8236	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8237	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8238	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8239	Eukaryota	Rhizaria	Cercozoa	Endomyxa-Phytomyxea	Plasmodiophorida	Plasmodiophorida_X	Spongospora	Spongospora_sp.	plant_parasite	symbionts	plant_parasite	na
ASV824	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Dinobryon	Dinobryon_sertularia	mixotrophic	phototrophic	mixotrophic	na
ASV8240	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	NA	NA	NA	consumers	consumers	omnivore	omnivore
ASV8241	Eukaryota	Stramenopiles	Opalozoa	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Adriamonas	Adriamonas_peritocrescens	consumers	consumers	bacterivore	na
ASV8242	Eukaryota	Opisthokonta	Fungi	Ascomycota	NA	NA	NA	NA	na	na	na	na
ASV8243	Eukaryota	Stramenopiles	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8244	Eukaryota	Opisthokonta	Fungi	Ascomycota	NA	NA	NA	NA	na	na	na	na
ASV8245	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8246	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8247	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Monomastigales	Monomastigaceae	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8248	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8249	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	consumers	consumers	bacterivore	na
ASV825	Eukaryota	Amoebozoa	Conosa	NA	NA	NA	NA	NA	consumers	consumers	bacterivore	na
ASV8250	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	consumers	consumers	bacterivore	na
ASV8252	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Paracercomonadidae	Paracercomonas	NA	consumers	consumers	bacterivore	na
ASV8253	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8254	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8255	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8256	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	NA	NA	NA	NA	na	na	na	na
ASV8257	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Paracercomonadidae	Paracercomonas	Paracercomonas_anaerobica	consumers	consumers	bacterivore	na
ASV8258	Eukaryota	Opisthokonta	Fungi	Ascomycota	NA	NA	NA	NA	na	na	na	na
ASV8259	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes	Rhodotorula	Rhodotorula_glutinis	na	na	na	na
ASV826	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	NA	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8260	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	NA	NA	na	na	na	na
ASV8261	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	NA	NA	NA	na	na	na	na
ASV8262	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Amphifila	Amphifila_sp.	consumers	consumers	bacterivore	na
ASV8263	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	NA	NA	consumers	consumers	bacterivore	na
ASV8264	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes	Sporobolomyces	NA	na	na	na	na
ASV8265	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8266	Eukaryota	Alveolata	Ciliophora	NA	NA	NA	NA	NA	na	na	na	na
ASV8267	Eukaryota	Amoebozoa	Lobosa	Lobosa_X	Himatismenida	Cochliopodiidae	Cochliopodium	Cochliopodium_plurinucleolum	consumers	consumers	bacterivore	na
ASV8268	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	NA	NA	NA	na	na	na	na
ASV827	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Tetracystis	NA	phototrophic	phototrophic	phototrophic	na
ASV8270	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Euglenaceae	Euglena	Euglena_adhaerens	mixotrophic	phototrophic	mixotrophic	na
ASV8271	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8272	Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	NA	NA	NA	na	na	na	na
ASV8273	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	NA	NA	NA	consumers	consumers	omnivore	omnivore
ASV8274	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	NA	NA	NA	na	na	na	na
ASV8275	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8276	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	NA	NA	na	na	na	na
ASV8278	Eukaryota	Amoebozoa	Conosa	Variosea	Variosea_X	Cavosteliids	Schizoplasmodiopsis	Schizoplasmodiopsis_vulgaris	consumers	consumers	bacterivore	na
ASV828	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8281	Eukaryota	Amoebozoa	Lobosa	Lobosa_X	Himatismenida	Cochliopodiidae	Cochliopodium	NA	consumers	consumers	bacterivore	na
ASV8282	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	NA	NA	NA	na	na	na	na
ASV8283	Eukaryota	Amoebozoa	Lobosa	Tubulinea	Arcellinida	Arcellinida_X	Cryptodifflugia	NA	consumers	consumers	bacterivore	na
ASV8284	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	NA	NA	phototrophic	phototrophic	phototrophic	na
ASV8285	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	NA	NA	consumers	consumers	bacterivore	na
ASV8286	Eukaryota	Excavata	Discoba	Kinetoplastea	Kinetoplastea_X	Kinetoplastea_XX	Kinetoplastea_XX_MET6	Kinetoplastea_XX_MET6_sp.	consumers	consumers	bacterivore	na
ASV8287	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8288	Eukaryota	Excavata	Discoba	Euglenida	Euglenophyceae	Euglenaceae	Euglena	NA	mixotrophic	phototrophic	mixotrophic	na
ASV8289	Eukaryota	Amoebozoa	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV829	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Chlorochromonas	Chlorochromonas_sp.	mixotrophic	phototrophic	mixotrophic	na
ASV8290	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8291	Eukaryota	Alveolata	Ciliophora	Litostomatea	Haptoria_5	Pleurostomatida	NA	NA	consumers	consumers	eukaryvore	eukaryvore
ASV8292	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	NA	NA	NA	consumers	consumers	pathogen	na
ASV8293	Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	NA	NA	NA	na	na	na	na
ASV8294	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Paracercomonadidae	Paracercomonas	Paracercomonas_anaerobica	consumers	consumers	bacterivore	na
ASV8295	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8296	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8297	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8298	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8299	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV830	Eukaryota	Rhizaria	Foraminifera	Globothalamea	NA	NA	NA	NA	consumers	consumers	bacterivore	na
ASV8300	Eukaryota	Opisthokonta	Fungi	NA	NA	NA	NA	NA	na	na	na	na
ASV8301	Eukaryota	Amoebozoa	NA	NA	NA	NA	NA	NA	na	na	na	na
ASV8302	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	NA	NA	NA	na	na	na	na
ASV8303	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	Sessilida	NA	NA	na	na	na	na
ASV8304	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA	na	na	na	na
ASV8305	Eukaryota	Hacrobia	Haptophyta	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_virescens	phototrophic	phototrophic	phototrophic	na
ASV8306	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	Vaginicolidae	Vaginicola	Vaginicola_crystallina	consumers	consumers	omnivore	omnivore
ASV8308	Eukaryota	Opisthokonta	Mesomycetozoa	Nucleariidea	Nucleariida	Nucleariida_X	Nuclearia	NA	consumers	consumers	omnivore	na
ASV831	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	NA	NA	nematodes	na	na	na
