ASVID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV17564	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA	NA
ASV17565	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	NA	NA
ASV17566	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	NA	NA
ASV17568	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
ASV17569	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV17570	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV17571	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	NA	NA	NA
ASV17572	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	NA	NA
ASV17573	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV17574	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
ASV17575	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV17576	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Lloydbacteria	NA	NA	NA
ASV17577	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	NA	NA	NA
ASV17578	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
ASV17579	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	NA	NA
ASV1758	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	NA
ASV17580	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
ASV17581	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Verruc-01	NA
ASV17582	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
ASV17583	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
ASV17584	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA	NA
ASV17585	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
ASV17586	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria	NA	NA	NA
ASV17587	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
ASV17588	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	NA
ASV17589	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Fokiniaceae	NA	NA
ASV1759	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	NA
ASV17590	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA
ASV17591	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	NA	NA
ASV17592	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
ASV17593	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	NA	NA
ASV17594	Bacteria	Myxococcota	Polyangia	NA	NA	NA	NA
ASV17595	Bacteria	Bdellovibrionota	Oligoflexia	NA	NA	NA	NA
ASV17596	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV17597	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA	NA
ASV17598	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Lloydbacteria	NA	NA	NA
ASV17599	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	NA	NA	NA
ASV176	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	NA	NA
ASV1760	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Crenothrix	NA
ASV17600	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV17601	Bacteria	Cyanobacteria	NA	NA	NA	NA	NA
ASV17602	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV17603	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA
ASV17604	Bacteria	SAR324_clade(Marine_group_B)	NA	NA	NA	NA	NA
ASV17605	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	NA
ASV17606	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA
ASV17607	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV17608	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV17609	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV1761	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	Chroococcidiopsis_CC1	NA
ASV17611	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV17613	Bacteria	Planctomycetota	Pla4_lineage	NA	NA	NA	NA
ASV17614	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Aurantimicrobium	NA
ASV17615	Bacteria	Myxococcota	NA	NA	NA	NA	NA
ASV17617	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV17618	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	NA	NA	NA
ASV17619	Bacteria	Patescibacteria	CPR2	NA	NA	NA	NA
ASV17620	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NA	NA
ASV17621	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV17622	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV17623	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA
ASV17624	Bacteria	Planctomycetota	BD7-11	NA	NA	NA	NA
ASV17625	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV17626	Bacteria	Chloroflexi	NA	NA	NA	NA	NA
ASV17627	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV17628	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Pacebacteria	NA	NA	NA
ASV17629	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	NA
ASV1763	Bacteria	Cyanobacteria	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	NA	NA
ASV17630	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	NA
ASV17632	Bacteria	WS1	NA	NA	NA	NA	NA
ASV17633	Bacteria	FCPU426	NA	NA	NA	NA	NA
ASV17634	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
ASV17635	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	Vampirovibrionaceae	Vampirovibrio	NA
ASV17636	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Ovatusbacter	NA
ASV17637	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
ASV17638	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA
ASV17639	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA	NA
ASV1764	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Aphanizomenon_NIES81	NA
ASV17640	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
ASV17641	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
ASV17642	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	NA
ASV17644	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	NA	NA
ASV17645	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	NA	NA	NA
ASV17646	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV17647	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	NA	NA
ASV17648	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	NA	NA
ASV17649	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV1765	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA
ASV17650	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV17651	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA
ASV17652	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV17653	Bacteria	Patescibacteria	Berkelbacteria	NA	NA	NA	NA
ASV17654	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	NA
ASV17655	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Amesbacteria	NA	NA	NA
ASV17656	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA
ASV17657	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA
ASV17658	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	NA	NA	NA
ASV17659	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	NA	NA
ASV1766	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA
ASV17660	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	NA
ASV17661	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
ASV17662	Bacteria	WS2	NA	NA	NA	NA	NA
ASV17663	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	NA	NA	NA
ASV17664	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
ASV17665	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA	NA
ASV17666	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA
ASV17667	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	NA
ASV17668	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV17669	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV1767	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
ASV17670	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV17671	Bacteria	Desulfobacterota	Syntrophorhabdia	Syntrophorhabdales	Syntrophorhabdaceae	Syntrophorhabdus	NA
ASV17672	Bacteria	Patescibacteria	ABY1	Candidatus_Kuenenbacteria	NA	NA	NA
ASV17673	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV17674	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV17675	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
ASV17676	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV17677	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV17678	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV17679	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV1768	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	NA
ASV17680	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	NA	NA
ASV17681	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV17682	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA
ASV17683	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	NA	NA	NA
ASV17684	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	NA	NA	NA
ASV17685	Bacteria	Chloroflexi	NA	NA	NA	NA	NA
ASV17686	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV17687	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	NA
ASV17688	Bacteria	Elusimicrobiota	Lineage_IIa	NA	NA	NA	NA
ASV17689	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
ASV1769	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	NA
ASV17690	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA
ASV17691	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA
ASV17692	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	NA	NA	NA
ASV17693	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Candidatus_Hepatincola	NA	NA
ASV17694	Bacteria	Myxococcota	Polyangia	mle1-27	NA	NA	NA
ASV17695	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV17696	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	NA
ASV17697	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	NA
ASV17698	Bacteria	Actinobacteriota	RBG-16-55-12	NA	NA	NA	NA
ASV17699	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA
ASV177	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	NA
ASV17700	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV17701	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	NA	NA	NA
ASV17703	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Nomurabacteria	NA	NA	NA
ASV17704	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA
ASV17705	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	NA
ASV17706	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV17707	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	NA
ASV17708	Bacteria	Chloroflexi	P2-11E	NA	NA	NA	NA
ASV17709	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV1771	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV17710	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV17711	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV17712	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Moranbacteria	NA	NA	NA
ASV17713	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA
ASV17714	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
ASV17715	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV17716	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA
ASV17717	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Captivus	NA
ASV17718	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	NA
ASV17719	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV17720	Bacteria	Patescibacteria	ABY1	Candidatus_Buchananbacteria	NA	NA	NA
ASV17721	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	NA
ASV17722	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV17725	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	NA
ASV17726	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	NA	NA	NA
ASV17727	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	NA
ASV17728	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
ASV17729	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV1773	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV17730	Bacteria	Patescibacteria	Berkelbacteria	NA	NA	NA	NA
ASV17731	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon	NA
ASV17732	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV17733	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
ASV17734	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV17736	Bacteria	Chloroflexi	NA	NA	NA	NA	NA
ASV17737	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	NA	NA
ASV17738	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV17739	Bacteria	Elusimicrobiota	Elusimicrobia	MVP-88	NA	NA	NA
ASV1774	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	NA
ASV17740	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA
ASV17741	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
ASV17742	Bacteria	SAR324_clade(Marine_group_B)	NA	NA	NA	NA	NA
ASV17743	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Oligoflexus	NA
ASV17744	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV17745	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA
ASV17748	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV17749	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	NA
ASV1775	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	NA
ASV17750	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	NA	NA	NA
ASV17751	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	NA	NA	NA
ASV17752	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA	NA
ASV17753	Bacteria	SAR324_clade(Marine_group_B)	NA	NA	NA	NA	NA
ASV17754	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	NA
ASV17755	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
ASV17756	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NA	NA
ASV17757	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV17758	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
ASV17759	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV1776	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA
ASV17760	Bacteria	Patescibacteria	WWE3	NA	NA	NA	NA
ASV17761	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV17762	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV17763	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA	NA
ASV17764	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Moranbacteria	NA	NA	NA
ASV17765	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA	NA
ASV17766	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	NA	NA
ASV17767	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA
ASV17768	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
ASV17769	Bacteria	Verrucomicrobiota	Verrucomicrobiae	NA	NA	NA	NA
ASV1777	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV17770	Bacteria	Patescibacteria	WWE3	NA	NA	NA	NA
ASV17771	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Oscillochloris	NA
ASV17772	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA
ASV17773	Bacteria	Acidobacteriota	Subgroup_11	NA	NA	NA	NA
ASV17774	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	NA
ASV17775	Bacteria	SAR324_clade(Marine_group_B)	NA	NA	NA	NA	NA
ASV17776	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
ASV17777	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV17778	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA
ASV17779	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Thermoflexibacter	NA
ASV1778	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	NA
ASV17780	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	NA
ASV17782	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS_17	NA	NA
ASV17783	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
ASV17784	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Diplorickettsia	NA
ASV17785	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV17786	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
ASV17787	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV17788	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
ASV17789	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV1779	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydia	NA
ASV17790	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
ASV17791	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	NA
ASV17793	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV17794	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA
ASV17795	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV17796	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA
ASV17797	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV17798	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	NA
ASV17799	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella	NA
ASV178	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	YT-3	NA
ASV1780	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	NA	NA
ASV17800	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Vogelbacteria	NA	NA	NA
ASV17801	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	NA
ASV17802	Bacteria	Margulisbacteria	NA	NA	NA	NA	NA
ASV17803	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta_2	NA
ASV17804	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA
ASV17805	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV17806	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV17807	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	NA	NA	NA
ASV17808	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
ASV17809	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
ASV1781	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV17810	Bacteria	Bacteroidota	Bacteroidia	SM1A07	NA	NA	NA
ASV17811	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
ASV17812	Bacteria	SAR324_clade(Marine_group_B)	NA	NA	NA	NA	NA
ASV17813	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV17814	Bacteria	Cyanobacteria	Vampirivibrionia	Caenarcaniphilales	NA	NA	NA
ASV17815	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
ASV17816	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV17817	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV17818	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA	NA
ASV17819	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloronema	NA
ASV1782	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	RBG-16-49-21	NA
ASV17820	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV17821	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
ASV17822	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
ASV17823	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA	NA
ASV17824	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	NA	NA
ASV17825	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
ASV17826	Bacteria	Armatimonadota	NA	NA	NA	NA	NA
ASV17827	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	NA	NA
ASV17828	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA
